title,date,content_original,bias,bias_text,source,year
trump administration close palestinian leadership office bid mount pressure peace deal,2018-09-10,"the trump administration reportedly set announce closing palestine liberation organization’s office washington, d.c., bid pressure palestinian leadership participate middle east peace efforts. according wall street journal, national security adviser john bolton expected make announcement monday. the united state always stand friend ally, israel,” bolton expected say, according prepared remarks. trump administration keep office open palestinian refuse start direct meaningful negotiation israel.” the trump administration keep office open palestinian refuse start direct meaningful negotiation israel. — national security adviser john bolton the national security adviser also planning threaten international criminal court prepared remarks, saying u.s. impose sanction organization investigates u.s. israel, journal reported. if court come us, israel allies, sit quietly,” bolton plan say, noting icc judge prosecutor could banned entering u.s. retaliatory measure. we sanction fund u.s. financial system, prosecute u.s. criminal system,” add. company state assist icc investigation americans.” the white house reportedly mulled shutting plo mission washington since last november, unless palestinian leadership enters serious peace talk israel. thensecretary state rex tillerson deemed plo responsible violating provision u.s. law prohibits group trying get international criminal court prosecute israeli crime palestinians. penalty violation closing office washington. the accusation breaking u.s. law came palestinian leader mahmoud abbas said september united nation general assembly speech palestinian called international criminal court open investigation prosecute israeli official involvement settlement activity aggression people.” the associated press contributed report.",2,right,Fox Online News,2018
dreamer left limbo court block trump daca program,2018-01-11,"‘this time vigilance’ advocate warn lawmaker seek deal 19 january deadline undocumented immigrant brought u child donald trump repeatedly said want protect young undocumented immigrant deportation, population left confused frustrated week u lawmaker court responding president’s demands. a federal court tuesday night blocked trump administration terminating deferred action childhood arrival (daca) program allowed 800,000 immigrant work go school u without fear deportation. hour earlier, president rare televised meeting lawmaker protect population. this time vigilance,” said marielena hincapié, executive director national immigration law center, filed separate lawsuit trump administration cancelling daca september 2017. quick guide daca dreamers? show hide dreamers? dreamer young immigrant would qualify deferred action childhood arrival (daca) program, enacted barack obama 2012. people program entered u child lived u year undocumented”. daca gave temporary protection deportation work permits. daca available people younger 31 15 june 2012, arrived u turning 16 lived continuously since june 2007. dreamer mexico, el salvador, guatemala honduras, largest number live california, texas, florida new york. donald trump cancelled program september also said want congress develop program help” population. happen dreamers? trump administration, new application daca longer accepted. currently program, legal status dacarelated permit (such work attend college) begin expiring march 2018 – unless congress pass legislation allowing new channel temporary permanent legal immigration status – dreamer lose status march 2020. technically, status lapse could deported sent back country many familiarity with. still unclear whether would happen. fear rising runup last week’s announcement. work permit expiring 5 september 2017 5 march 2018 allowed apply renewal 5 october. recent ruling judge william alsup mean? ruling, alsup ordered trump administration restart program, allowing daca recipient already qualify program submit application renewal. however, said federal government process new application people previously received protection program. trump administration ended daca program, allowed daca recipient whose legal status expired 5 march renew legal status. roughly 22,000 recipient failed successfully renew legal status various reasons. legal expert immigration advocate advising daca recipient file renewal administration provides information intends comply ruling. next day week going create lot confusion legal front,” said marielena hincapie, executive director national immigration law center, filed separate lawsuit trump administration’s termination daca. joanna walter hincapie immigration advocate warned legal situation people qualified daca fluid. also emphasized despite court’s order, system place renew daca status anyone offering service probably scammer. next day week going create lot confusion legal front,” said hincapie. staisy ngare, whose daca status expires june, told guardian optimistic come next. i scared,” ngare said. feel like good news coming.” the 24yearold, came u kenya four, said buoyed public support people like her, known dreamers, practical difficulty removing 800,000 people us. even though it’s taking long time agree something see headed towards,” said. daca set end 5 march, democrat see 19 january deadline pas federal budget best opportunity demand action program. congress cannot reach budget deal next week, could partial government shutdown. the invisible wall: trump slowing immigration without laying brick read more advocate urging dreamer supporter focus 19 january deadline court work legality ending daca, uncertainty weighs many young people. living life level high low incredibly difficult,” said adrian reyna, daca recipient campaign director united dream. reyna said sister, also daca protections, called court decision ask everything fixed. said explain future still unclear. don’t let anyone tell urgency get done real,” said. trump provided rare look government’s handling immigration legislation tuesday, allowed reporter broadcast 55minute discussion lawmaker party dreamers. the president said bill love” introduced dreamer provide clear stance believed legislation look like. one point, trump seemed endorse democrats’ push legislation include funding border wall senior republican intervened reminded president party expects expanded border security provision legislation. on wednesday, senator jeff flake, republican arizona part negotiations, said concerns” court might delay action congress. if go beyond march 5 court come back say it’s over, runway – it’s done,” flake said. said negotiation senate final stretch” predicted bill within next days. democrats, meanwhile, stressed court order offer temporary reprieve. chuck schumer, senate minority leader, said ruling way diminishes urgency resolving daca issue”. the fact remains way guarantee legal status dreamer pas daca protection law now,” added. daca recipient jung woo kim, 33, said disappointed party spoke dreamer meeting though bargaining chips”. don’t think speak language speak,” said. kim protected daca expires 2019. first applied program 28, working illegally pay university. kim received daca status, able go dentist first time since left south korea 15. able get government id could prove wasn’t ghost more,” said. he urged legislator act urgency issue dreamers. kim said: son, would do? would let stay limbo?” lauren gambino contributed reporting washington dc.",0,left,The Guardian,2018
"in cleveland, gop put benghazi ignorance parade",2016-07-19,"there’s phrase discipline logic belief proposition can’t disproved must therefore true. it’s phrase republican conservative want hear, it’s one that, case, suit well: argument ignorance. example: although proven moon made spare ribs, proven core cannot filled them; therefore, moon’s core filled spare ribs.” this precisely logic” behind assertion, thundered monday night rudy giuliani among others (and hey, want on!), hillary clinton lied face benghazi families. line took life shortly tragedy happened sept. 11, 2012. repeated ever since continue repeated end time precisely reason: can’t disproven, so, knowing evil hillary, must true. the gop version this: sept. 14, 2012, joint base andrew outside washington, clinton president obama met family member four men killed benghazi attack. clinton said lied meeting blamed infamous video innocence muslim attack. later demonstrated video little attack, although debate role, any, played continues day. of course, factcheckers looked it, they’ve found evidence support claim clinton lied. politifact recounted whole controversy” great detail, found family member say clinton mentioned video, others (clinton included) don’t remember way. politifact emphasizes even blame video deaths, calling deliberate lie unsupported chain facts. clearer picture came focus following day, sept. 15. the washington post’s glenn kessler looked too, marco rubio called clinton liar debate last fall. kessler gave rubio two pinocchios four conflicting account said meeting confusion time intelligence circle behind attack, kessler concluded rubio enough evidence label clinton liar.” obviously, koolaid caucus ready answer this, politifact washington post proclinton conspiracy. conspiracy’s tentacle reach everywhere, see. paul manafort even said cnn morning hillary behind melania plagiarism thing. next thing, clinton revealed behind turkish coup. incredibly, google search clinton behind coup turkey” didn’t turn much, though fetullah gulen’s expressed admiration clinton noted suspicion quarters. i won’t go detail rebutting rubiogiuliani argument. follow link want that. column argument ignorance. it’s basis 80 85 percent clinton scandals” you’ve read years. 100 percent. hillary brought email thing herself. surely 80 85. take ambiguous set facts. add innuendo. arrange fact suspiciousseeming way. level allegation cannot disproven. try convert allegation fact” constant repetition. get either highly partisan special prosecutor (ken starr) hyperpoliticized congressional committee—or fact several them!—to spend many million taxpayer dollar wreck number salaried staffers’ life try emboss seal officialdom created fact.” it’s argument ignorance. separate distinct usual political b.s. party political party done since beginning political parties. includes exaggeration, embellishment, obfuscation, unfair distortion opponents’ word record. everybody time. sometimes people tell outright lies. but trying convert allegation can’t disproven fact isn’t something everyone does. it’s specialty right country, joe mccarthy trey gowdy. we’re going hear tonight, chris christie bumbles way podium. fortunately, seems american aren’t buying idea secretary state, even one, would sit lie right face grieving family members. believe she’s utterly inhuman. which, come think it, can’t disproven. ever seen xrays?",0,left,Daily Beast,2016
why riot happen place like baltimore,2015-04-28,"a flames, property destruction violent confrontation spread across west baltimore monday night, state federal authority quick draw distinction rioting socalled legitimate” form protest. i condemn senseless act violence individual baltimore resulted harm law enforcement officers, destruction property shattering peace city baltimore,” u.s. attorney general loretta lynch said statement. commit violent actions, ostensibly protest death freddie gray, disservice family, loved ones, legitimate peaceful protester working improve community residents.” similarly, maryland gov. larry hogan monday argued significant difference protesting violence.” that declaration become common refrain aftermath racially charged civil unrest. ferguson, missouri erupted last year shooting death unarmed black teenager grand jury’s decision indict police officer pulled trigger, president barack obama drew sharp rhetorical line want voice heard around legitimate issues” handful people may use grand jury’s decision excuse violence. but scholar american social movement say distinction might clear. instead, argue rioting often happens marginalized group feel outlet expressing grievances. what place rioting tends occur longrunning abandonment institutions,” said justin paulson, political sociologist carleton university ottawa, canada. they’re fully abandoned, it’s institution expect make thing run smoothly, make people’s life better, actually turned member communities. the kerner commission — panel established 1967 thenpresident lyndon b. johnson investigate root cause race riot time — suggested much final report. ineffectiveness political structure grievance mechanisms” one motif fueling riots, said report. martin luther king jr. alluded similar point 1968 speech said would morally irresponsible” condemn rioting without, time, condemning contingent, intolerable condition exist society. these condition thing cause individual feel alternative engage violent rebellion get attention,” said king. must say tonight riot language unheard. william darity jr., professor public policy duke university, said police behavior seems primary source” riot one occurred baltimore ferguson, well unrest examined kerner commission. the fact police lynching unarmed black gone upwards 50 year without significant step curb police behavior make clear trying protest established channel doesn’t make difference,” said. i great enthusiast anarchy chaos, also understand certain point people say there’s point behaving, i’d like put quotes, ‘legitimately.’ rick perlstein, historian written extensively social unrest 1960s, said radical sense dispossession” fueled rioting now. particular, distrust police — specific incidence police violence — often major precipitating factor, said. citing time article wrote protest ferguson, perlstein noted violent encounter police led 2015 baltimore riot, 2014 ferguson riots, 1964 harlem riot, 1965 watt riot, 1967 newark riot, others. the recent riot ferguson baltimore much, much le intense” compared predecessors, said. police become effective containing them, city subject demographic pressure experienced great migration 20th century, africanamericans moved en masse south northern cities. there aren’t many place undergoing kind ethnic racial transitions,” said perlstein.",0,left,Al Jazeera,2015
obama face political risk emphasizing effect spending cut,2013-03-05,"you can’t simply put hold simply deal this,” david axelrod, former top adviser mr. obama, said interview. danger sounding alarm sequester, said, magnify impact becomes even bigger selffulfilling kind mess.” mr. obama careful first term seize bit good economic news one could accuse hurting economy statements. desire upbeat — 2010, administration official declared recovery summer” economy dipped — sometimes got trouble. the question president much keep drumbeat concern spending cut week ahead. in talking point distributed white house democratic pundit friday, adviser suggested focusing republican refusal accept tax increase threaten national security hundred thousand middleclass job entire economy many american still looking work.” but document also urge make point time turn issues. former senator tom daschle south dakota, democratic leader clinton year first term george w. bush, said expects president spend much time talking cuts. what say, ‘i warned this, it’s going happen, it’s gradual, time, we’ve got country run,’ ” mr. daschle said. you’re going hear much hyperbolic rhetoric.” senior white house aide said much friday mr. obama formally signed order putting cut effect. told reporter sequestration cut would thing president talk — even majority talk — week ahead.",0,left,New York Times - News,2013
mike huckabee say presidential run won’t affected others’ decision,2015-01-18,"former arkansas gov. mike huckabee, said he’d consider backing 2016 presidential run friend jeb bush race, said sunday won’t bow former florida governor anybody else. i like jeb. we’re good friends. he’ll formidable candidate. run president … it’s going someone else did not,” mr. huckabee said abc’s week.” it’s going think country need commonsense leadership bring u back fiscal sanity, quit spending money don’t stop borrowing money never afford pay back,” said. mr. huckabee ran republican presidential nomination 2008 effectively finished second nominee john mccain, winning iowa caucus halfdozen republican primary across south. he said spring expects make declaration” intention presidential race. earlier month, quit political talk show huckabee” fox news channel explore another presidential run. he’s crowded field potential gop contenders, including mr. bush 2012 republican standard bearer mitt romney. mr. huckabee pushed back republican discouraged mr. romney making another run white house, saying loss mr. obama last time demonstrated inability connect voters. it’s wide open. anybody could contender,” said mr. huckabee. one thing politics, you’re actually realize high wire net you. given day campaign implode something happens inadvertently intentionally.” he continued: never say someone contender, can’t make it. hear time lot different people. nobody knows. voter make decision that’s way ought be.” sign daily newsletter copyright © 2019 washington times, llc. click reprint permission.",2,right,Washington Times,2015
"the quiet, vicious racism scott walker’s wisconsin",2016-04-05,"pity scott walker republican wisconsin. taken time energy gain power partly using racial dog whistles, along come group white nationalist make onceimplicit coded language suddenly explicit. it’s happening political world turn eye state today’s big primary. voterid law passed gopcontrolled legislature signed walker threatening disenfranchise hundred thousand mostly minority voter election, last thing koch brothers’ favorite governor want people going say quiet part loud. which walker monday condemning robocalls american national super pac white nationalist founder william johnson flooding landline wisconsin last days. call narrated elderly woman soothing tone racist grandmother complaining sunday dinner new black neighbor assures listener trump respect woman help preserve western civilization.” world white nationalists, code keep horde latino immigrant black welfare cheat stealing tax dollar destroying america know it.” advertisement: a racist robocalls go, fairly mild, least compared johnson’s effort earlier primaries. worth noting walker’s upset, irony. all, lightning rod governor, man dull idea spicing food probably mean pouring castor oil it, built power base state almostexclusivelywhite suburb milwaukee, one racially polarized metropolitan area country. the new republic took deep dive walker’s world two year ago. magazine found city suburb even segregated most, chairman one county’s republican party could still refer one mostly africanamerican neighborhood milwaukee, 2014, colored section.” white flight 1960 2010 high tripled population three formerly rural county around milwaukee, percentage africanamerican resident three county 2 percent. black poverty rate within city secondhighest country. this world coddled walker traveled rank republican party. member state assembly, executive milwaukee county, governor, spent entire career deeply slicing budget program benefit innercity africanamericans, public transportation. also pushed privateschool voucher decimate public education advocated privatizing prisons, cutting tax ensure funding level civic outlay unlikely restored anytime soon, ever. advertisement: he done climate racial polarization fueled talkradio host like charlie sykes (whom donald trump, ironically, ran afoul last week). local talk radio, according new republic story, traffic sort white resentment politics fueled rise national star like rush limbaugh last thirty years. talker like sykes (who regularly refers michelle obama mooch”) grown rich spewing racial divisiveness. one regular guests, throughout long career wisconsin politics, scott walker, would verbally wink sykes’s listener talking policy would never harm host’s mostly white audience. given environment, wouldn’t white nationalist like william johnson think found fertile territory shill donald trump, basically one white bedsheet pillowcase eyehole away kkk grand wizard? yet walker ally local medium rallied condemn trump bigcity knownothing, polarizing figure sykes, surely enter pantheon history’s least selfaware statements, complained failing adhere wisconsin’s tradition civility decency.” advertisement: that happening first election wisconsin’s new voterid law effect increase irony. law part broader effort republican wisconsin state limit voting power traditional democratic constituencies. wisconsin law could disenfranchise many 300,000 mostly minority student voter want cast vote today. since law possible supreme court eviscerated voting right act, first passed protect voting right minorities, impossible see colorblind act that, defender voterid law often tell us, protect nonexistent voter fraud. of course unlikely walker ally see racists. change racist effect law pas poison spew milwaukee’s suburban commuter sit traffic daily basis. donald trump simply taken inherent racism brought open. so, attracted support outright racist – excuse me, white nationalists” – like william johnson, sudden wisconsin’s republicans, like many party member nationwide, best impression captain renault, proclaiming shocked, shocked discover gambling going here. act would lot believable spent career advocating worldview that, stripped code word dog whistles, nearly indistinguishable one decry.",0,left,Salon,2016
5 thing watch saturday democratic contest,2016-03-26,"(cnn) democratic primary race head west weekend way, way west. democrat hold presidential contest hawaii, alaska washington state saturday, three state expected friendlier vermont sen. bernie sander former secretary state hillary clinton but clinton leading sander 300 pledged delegates, none contest winnertakeall, sander need stunning win state give clinton campaign real anxiety outcome race. in runup votes, sander left nothing chance. campaign spent million ad washington, alaska hawaii, including powerful television spot featuring hawaii rep. tulsi gabbard , resigned position democratic national committee earlier year endorse sanders. going saturday contests, sander need net estimated 75% remaining pledged delegates, clinton need 35%. here watch: good weekend sandersnea dont surprised sander sweep saturday. campaign received endorsement influential player campaign invested strong air ground game state. sen. bernie sander take stage campaign rally boise, idaho. there 142 total delegate stake saturday, 16 alaska, 24 hawaii 101 washington. all three hold caucus choose delegate method favored sander past instead primaries. alaska washington also largely white rural, demographic typically given sander boost. if sander expected, headline declaring winner thrice surely provide gust wind sander campaign fundraising purposes, even doesnt change calculus race. delegate math still clinton side clinton head weekend 1,229 pledged delegate sander 925, counting superdelegates. (the magic number needed clinch nomination 2,383.) just watched clinton sanders: weve run campaign issue replay video ... must watch clinton sanders: weve run campaign issue 00:45 so even sander post strong number saturday, still face uphill battle overcome clinton lead. three state dole delegate proportionately county, even sander win majority each, clinton still nab pledged delegate along way. relatively low population states, simply arent enough delegate table weekend make significant dent. looking lineup ahead, could sander final big night. next state calendar, particularly new york, pennsylvania maryland, combined 531 delegate grabs, look good clinton. washington state main battleground nowhere saturday expectation higher sander washington state. sander visited state multiple time throughout campaign, state liberal urban center especially welcoming message ideological purity clinton pragmatism. in seattle, last year approved measure raise city minimum wage $15 hour time, support sander especially strong. city largest newspaper, seattle times, endorsed sander . spent week election touring state, holding six rallies, including major event seattle safeco field night caucuses. campaign invested $2.4 million radio television advertising state, according sander campaign manager jeff weaver. sander expected win, 100 delegate stake, imperative make win count scooping many delegate possible. result washington help set tone upcoming electoral bouts. clinton countered sander washington state offensive visit puget sound tuesday, dispatched husband, former president bill clinton , spokane vancouver day caucuses. turnout anticipated high, another factor aid sanders. 35,000 people already voted washington state using absentee ballot 200,000 likely participate. campaign ground even candidate arent it easy pop state like hawaii alaska, small number delegate table, campaign largely determined time better spent elsewhere. doesnt mean arent making play using surrogates, ad buy family visits. just watched jane sanders: trump rally anger, hope replay video ... must watch jane sanders: trump rally anger, hope 02:59 in alaska, sander wife, jane, visited anchorage thursday remain saturday. sander campaign dropped least $56,877 radio television spot state. jane sander also visited hawaii recently. clinton campaign, meanwhile, invested phonebanking effort rural part alaska, emphasizing climate change veteran issue expressing opposition controversial alaska mine project, according anchorage daily news. clinton called alaska radio last tuesday morning talked working briefly salmon cannery alaska 1969. both campaign spending money ad hawaii, although sander outspending clinton $192,680 $54,300. sander week touted endorsement gabbard, popular hawaii democratic lawmaker. how state dole delegate alaska (16): delegate rewarded state house district determined caucus system. candidate must receive least 15% vote district granted delegates. caucus begin 10 a.m. local time. washington (101): washington us mixed system appoint delegate caucus result congressional district. registered voter attend must publicly attest democrat want participate caucuses, begin 10 a.m. local time. hawaii (25): hawaii democrat also hold caucuses, unlike alaska washington, considered presidential preference poll conducted secret ballot. delegate doled proportionately. voting begin 1 p.m. local time.",0,left,CNN (Web News),2016
"kevin mccarthy, white house democrat coronavirus bill",2020-03-12,"gop leader kevin mccarthy told fellow republican call thursday morning white house opposed new coronavirus bill introduced late wednesday night house speaker nancy pelosis office. legislation reportedly offered emergency relief american affected virus, including free coronavirus testing, new unemployment insurance, paid medical leave, scheduled house vote thursday afternoon. news — @gopleader kevin mccarthy told republican opposed democrat coronavirus bill, blow hope biparitsanship perhaps harbinger bill’s prospect gop senate. the wh made preference clear, bad sign. — jake sherman (@jakesherman) march 12, 2020 the measure expected still pas house without mccarthy blessing, could face uphill battle senate trump opposes it. press conference, mccarthy explained democrat offering unworkable. the legislation speaker pelosi introduced 11pm last night—written staff staff alone—and plan vote 12 hour later completely partisan. unworkable. i’ll explain press conference 10am et: https://t.co/pk4jputjis — kevin mccarthy (@gopleader) march 12, 2020 the bill, mccarthy explained, come short. identified major problems, including mandate social security administration provide paid sick leave. that, leader said, would take six month hamper administration put social security need right now. measure also force business provide paid permanent sick leave employee sunsets. at time, house speaker nancy pelosi treasury secretary steven mnuchin still negotiations. mccarthy added presser belief get done next 24 hours. on wednesday night, president trump delivered serious somber address next step administration taking try stop virus tracks. among point order: halting travel u.s. europe, barring united kingdom, starting friday midnight. ban last 30 days. he also recently signed $8 billion package combat virus.",2,right,Townhall,2020
how government red tape stymied testing made coronavirus epidemic worse,2020-03-11,"the united state home innovative biotech company university research laboratory world. fact given country huge advantage respect detecting monitoring emerging case covid19 caused new coronavirus outbreak. instead, new york time report terrific new article, official food drug administration (fda) center disease control prevention (cdc) stymied private academic development diagnostic test might provided early warning head start controlling epidemic spreading across country. a time reports, seattle infectious disease expert dr. helen chu had, january, collected huge number nasal swab local resident experiencing symptom part research project flu. proposed, federal state officials, testing sample coronavirus infections. time reports, cdc told chu team could test sample unless laboratory test approved fda. fda refused approve chus test ground lab, according times, certified clinical laboratory regulation established center medicare & medicaid services, process could take months. in meantime, cdc required public health official could use diagnostic test designed agency. test released february 5 turned badly flawed. cdc insistence topdown centralized testing regime greatly slowed process disease detection infection rate accelerating. a frustrated chu colleague began testing february 25 without government approval. almost immediately detected coronavirus infection local teenager recent travel history. chu warned local public health official lab finding teenager school closed precaution. teen diagnosis strongly suggested disease circulating throughout western part washington weeks. know that likely true. did fda cdc functionary commend chu proactive? all. washington state epidemiologist scott lindquist recalled, said phone call clearly cease desist helen chu. stop testing. february 29, fda finally agreed unleash america vibrant biotech company academic lab allowing develop deploy new test coronavirus cause covid19. the time notes: the seattle flu study illustrates existing regulation red tape—sometimes designed protect privacy health—have impeded rapid rollout testing nationally, country ramped much earlier faster. faced public health emergency scale potentially seen century, united state responded nimbly. due red tape, coronavirus outbreak u.s. worse been.",2,right,Reason,2020
"yes, ted cruz could repeal common core",2015-03-26,"since presidential campaign announcement monday, white house press corp fascinated sen. ted cruz (rtx). on wednesday, cruz attention turned senator position common core education standards. reporter asked white house press secretary josh earnest, senator ted cruz know you’ve fielding lot question him. recently said want repeal common core, every word common core. mistaken? didn’t think common core federal law? ... mean, common core correct, common core something repealed? earnest declined address substance reporter question, instead promising, look you. so common core federal law repealed? answer yes. while true congress never passed law made common core official national education standard 50 states, president obama creating brand new federal law without congress long 2014 executive amnesty program. specifically, august 2011, education secretary arne duncan announced going use president bush 2001 child left behind waiver process make state offer couldnt refuse: either must adopt obamas common core education standards, many school would deemed failing nclb law would subject avalanche federal regulation paperwork. it one thing administration grant waiver state respond unrealistic condition ground allow experimentation innovation, brookings institution director education policy rus whitehurst wrote time, quite another thing grant state waiver conditional compliance particular reform agenda dramatically different existing law. that particular reform agenda common core many state adopted common core standard large part pressure obama applied nclb. so, president cruz repeal every word nclb law, would functionally repealing existing federal common core regime giving state back freedom choose education standards.",2,right,Townhall,2015
